CITY,TEAM,LEAGUE,YEAR,HOME_GMS,HOME_AVG,HOME_PCT,ROAD_GMS,ROAD_AVG,ROAD_PCT,OVR_GMS,OVR_AVG,OVR_PCT
Oakland,Warriors,NBA,2013,41,"19,373",98.9,41,"17,204",91.0,82,"18,288",95.0
Los Angeles,Clippers,NBA,2013,41,"19,226",100.9,41,"17,806",93.0,82,"18,516",97.0
New York,NY Knicks,NBA,2013,41,"19,033",96.3,41,"18,271",95.0,82,"18,652",95.0
Los Angeles,Lakers,NBA,2013,41,"18,997",99.7,41,"18,866",99.0,82,"18,931",99.0
Salt Lake City,Jazz,NBA,2013,41,"18,680",93.8,41,"16,769",88.0,82,"17,724",91.0
Boston,Celtics,NBA,2013,40,"18,624",100,41,"17,768",92.0,81,"18,191",96.0
San Antonio,Spurs,NBA,2013,41,"18,431",99.2,41,"17,290",91.0,82,"17,861",95.0
Oklahoma City,Thunder,NBA,2013,41,"18,203",100,41,"18,335",96.0,82,"18,269",98.0
Denver,Nuggets,NBA,2013,41,"17,819",93,41,"17,401",91.0,82,"17,610",92.0
Orlando,Magic,NBA,2013,41,"17,595",93.4,41,"16,821",87.0,82,"17,208",90.0
Brooklyn,Nets,NBA,2013,41,"17,187",94.9,41,"17,239",89.0,82,"17,213",92.0
Philadelphia,76ers,NBA,2013,41,"16,717",82.2,41,"17,323",90.0,82,"17,020",86.0
Houston,Rockets,NBA,2013,41,"16,672",92.4,41,"17,982",94.0,82,"17,327",93.0
Memphis,Grizzlies,NBA,2013,41,"16,624",91.8,41,"17,194",90.0,82,"16,909",91.0
Washington,Wizards,NBA,2013,41,"16,343",80.6,41,"16,193",84.0,82,"16,268",82.0
Minneapolis,Timberwolves,NBA,2013,41,"16,340",84.4,41,"17,034",89.0,82,"16,687",87.0
Cleveland,Cavaliers,NBA,2013,41,"16,192",78.7,41,"16,780",87.0,82,"16,486",83.0
Phoenix,Suns,NBA,2013,41,"15,436",83.8,41,"17,152",90.0,82,"16,294",87.0
Charlotte,Hornets,NBA,2013,41,"15,324",80.3,41,"16,502",86.0,82,"15,913",83.0
Indianapolis,Pacers,NBA,2013,41,"15,269",84.1,40,"17,061",88.0,81,"16,154",86.0
Atlanta,Hawks,NBA,2013,41,"15,125",80.8,41,"17,165",89.0,82,"16,145",85.0
Milwaukee,Bucks,NBA,2013,41,"15,035",80.3,41,"16,919",88.0,82,"15,977",84.0
Detroit,Pistons,NBA,2013,41,"14,782",67,41,"16,885",88.0,82,"15,834",77.0
New Orleans,Pelicans,NBA,2013,41,"13,803",80.3,41,"17,254",90.0,82,"15,528",86.0
Sacramento,Kings,NBA,2013,41,"13,749",79.4,41,"17,305",90.0,82,"15,527",85.0
Chicago,Bulls,NBA,2014,41,"21,716",103.8,41,"17,551",91.0,82,"19,634",98.0
Dallas,Mavericks,NBA,2014,41,"19,950",103.9,41,"17,268",91.0,82,"18,609",97.0
New York,NY Knicks,NBA,2014,41,"19,812",100,41,"17,422",90.0,82,"18,617",95.0
Miami,Heat,NBA,2014,41,"19,781",100.9,41,"19,190",99.0,82,"19,486",100.0
Portland,Trail Blazers,NBA,2014,41,"19,746",95,41,"17,312",91.0,82,"18,529",93.0
Oakland,Warriors,NBA,2014,41,"19,596",100,41,"17,526",92.0,82,"18,561",96.0
Los Angeles,Clippers,NBA,2014,41,"19,212",100.8,41,"17,218",90.0,82,"18,215",96.0
Los Angeles,Lakers,NBA,2014,41,"18,828",98.8,41,"17,845",94.0,82,"18,337",96.0
San Antonio,Spurs,NBA,2014,41,"18,415",99.1,41,"17,627",92.0,82,"18,021",96.0
Oklahoma City,Thunder,NBA,2014,41,"18,203",100,41,"18,170",95.0,82,"18,186",98.0
Salt Lake City,Jazz,NBA,2014,41,"18,175",91.3,41,"17,295",91.0,82,"17,735",91.0
Houston,Rockets,NBA,2014,41,"18,123",100.4,41,"17,427",91.0,82,"17,775",96.0
Boston,Celtics,NBA,2014,41,"18,107",97.2,41,"17,484",91.0,82,"17,796",94.0
Indianapolis,Pacers,NBA,2014,41,"17,501",96.3,41,"17,872",93.0,82,"17,686",94.0
Cleveland,Cavaliers,NBA,2014,41,"17,329",84.3,41,"17,388",90.0,82,"17,358",87.0
Brooklyn,Nets,NBA,2014,41,"17,251",95.3,41,"17,528",91.0,82,"17,390",93.0
Washington,Wizards,NBA,2014,41,"17,026",84,41,"17,183",89.0,82,"17,104",87.0
Denver,Nuggets,NBA,2014,41,"16,899",88.2,41,"17,211",90.0,82,"17,055",89.0
Memphis,Grizzlies,NBA,2014,41,"16,718",92.3,41,"17,269",91.0,82,"16,993",91.0
New Orleans,Pelicans,NBA,2014,41,"16,390",95.4,41,"17,397",91.0,82,"16,894",93.0
Sacramento,Kings,NBA,2014,41,"16,291",94.1,41,"16,859",88.0,82,"16,575",91.0
Orlando,Magic,NBA,2014,41,"16,245",86.2,41,"16,583",86.0,82,"16,414",86.0
Phoenix,Suns,NBA,2014,41,"15,871",86.2,41,"17,250",90.0,82,"16,560",88.0
Charlotte,Hornets,NBA,2014,41,"15,518",81.3,41,"17,026",88.0,82,"16,272",85.0
Detroit,Pistons,NBA,2014,41,"15,005",68,41,"17,280",90.0,82,"16,143",78.0
Minneapolis,Timberwolves,NBA,2014,41,"14,564",75.2,41,"17,605",92.0,82,"16,085",84.0
Atlanta,Hawks,NBA,2014,41,"14,339",76.6,41,"17,274",90.0,82,"15,807",83.0
Philadelphia,76ers,NBA,2014,41,"13,869",68.2,41,"17,441",91.0,82,"15,655",79.0
Milwaukee,Bucks,NBA,2014,41,"13,487",72.1,41,"17,013",88.0,82,"15,250",80.0
Chicago,Bulls,NBA,2015,41,"21,343",102,41,"18,404",96.0,82,"19,874",99.0
Cleveland,Cavaliers,NBA,2015,41,"20,562",100,41,"18,915",98.0,82,"19,738",99.0
Dallas,Mavericks,NBA,2015,41,"20,187",105.1,41,"17,653",93.0,82,"18,920",99.0
New York,NY Knicks,NBA,2015,41,"19,812",100,41,"17,462",91.0,82,"18,637",95.0
Miami,Heat,NBA,2015,41,"19,712",100.6,41,"17,703",92.0,82,"18,708",96.0
Oakland,Warriors,NBA,2015,41,"19,596",100,41,"18,312",96.0,82,"18,954",98.0
Portland,Trail Blazers,NBA,2015,41,"19,554",94,41,"17,657",93.0,82,"18,605",94.0
Los Angeles,Clippers,NBA,2015,41,"19,168",100.6,41,"18,079",95.0,82,"18,623",98.0
Salt Lake City,Jazz,NBA,2015,41,"18,830",94.6,41,"17,135",90.0,82,"17,982",92.0
Los Angeles,Lakers,NBA,2015,41,"18,737",98.3,41,"17,875",94.0,82,"18,306",96.0
San Antonio,Spurs,NBA,2015,41,"18,606",100.1,41,"17,972",94.0,82,"18,289",97.0
Washington,Wizards,NBA,2015,41,"18,238",89.9,41,"18,253",95.0,82,"18,246",92.0
Houston,Rockets,NBA,2015,41,"18,229",101,41,"17,969",94.0,82,"18,099",97.0
Oklahoma City,Thunder,NBA,2015,41,"18,203",100,41,"17,956",94.0,82,"18,079",97.0
Boston,Celtics,NBA,2015,41,"17,593",94.5,41,"17,741",92.0,82,"17,667",93.0
Atlanta,Hawks,NBA,2015,41,"17,412",93,41,"17,582",91.0,82,"17,497",92.0
Memphis,Grizzlies,NBA,2015,41,"17,329",95.6,41,"18,017",94.0,82,"17,673",95.0
Charlotte,Hornets,NBA,2015,41,"17,192",90.1,41,"17,654",91.0,82,"17,423",91.0
Brooklyn,Nets,NBA,2015,41,"17,037",94.1,41,"18,039",93.0,82,"17,538",94.0
Phoenix,Suns,NBA,2015,41,"16,923",91.9,41,"17,586",92.0,82,"17,254",92.0
Indianapolis,Pacers,NBA,2015,41,"16,864",92.8,41,"17,892",92.0,82,"17,378",93.0
Orlando,Magic,NBA,2015,41,"16,785",89.1,41,"17,585",91.0,82,"17,185",90.0
New Orleans,Pelicans,NBA,2015,41,"16,677",97,41,"17,640",92.0,82,"17,158",95.0
Sacramento,Kings,NBA,2015,41,"16,586",95.8,41,"17,515",92.0,82,"17,050",94.0
Detroit,Pistons,NBA,2015,41,"15,266",69.2,41,"17,866",93.0,82,"16,566",80.0
Milwaukee,Bucks,NBA,2015,41,"14,907",79.6,41,"17,180",89.0,82,"16,044",84.0
Denver,Nuggets,NBA,2015,41,"14,700",76.7,41,"17,437",92.0,82,"16,068",84.0
Minneapolis,Timberwolves,NBA,2015,41,"14,528",75.1,41,"18,000",94.0,82,"16,264",85.0
Philadelphia,76ers,NBA,2015,41,"13,940",68.6,41,"17,665",92.0,82,"15,802",80.0
Chicago,Bulls,NBA,2016,41,"21,820",104.3,41,"18,156",95.0,82,"19,988",100.0
Cleveland,Cavaliers,NBA,2016,41,"20,562",100,41,"18,910",98.0,82,"19,736",99.0
Dallas,Mavericks,NBA,2016,41,"20,143",104.9,41,"17,727",93.0,82,"18,935",99.0
New York,NY Knicks,NBA,2016,41,"19,812",100,41,"18,440",96.0,82,"19,126",98.0
Miami,Heat,NBA,2016,41,"19,740",100.7,41,"18,044",94.0,82,"18,892",97.0
Oakland,Warriors,NBA,2016,41,"19,596",100,41,"19,134",101.0,82,"19,365",100.0
Portland,Trail Blazers,NBA,2016,41,"19,367",99.6,41,"17,703",93.0,82,"18,535",97.0
Salt Lake City,Jazz,NBA,2016,41,"19,304",97,41,"17,378",92.0,82,"18,341",94.0
Los Angeles,Clippers,NBA,2016,41,"19,192",100.7,41,"17,792",94.0,82,"18,492",97.0
Los Angeles,Lakers,NBA,2016,41,"18,997",99.7,41,"19,149",101.0,82,"19,073",100.0
San Antonio,Spurs,NBA,2016,41,"18,449",99.3,41,"17,938",94.0,82,"18,194",97.0
Boston,Celtics,NBA,2016,41,"18,270",98.1,41,"17,439",91.0,82,"17,854",94.0
Oklahoma City,Thunder,NBA,2016,41,"18,203",100,41,"18,258",96.0,82,"18,230",98.0
Houston,Rockets,NBA,2016,41,"17,981",99.7,41,"17,740",93.0,82,"17,861",96.0
Washington,Wizards,NBA,2016,41,"17,693",87.3,41,"17,787",92.0,82,"17,740",90.0
Orlando,Magic,NBA,2016,41,"17,543",93.1,41,"17,175",89.0,82,"17,359",91.0
Charlotte,Hornets,NBA,2016,41,"17,485",91.7,41,"17,784",92.0,82,"17,634",92.0
Sacramento,Kings,NBA,2016,41,"17,256",99.7,41,"17,355",91.0,82,"17,306",95.0
Phoenix,Suns,NBA,2016,41,"17,107",92.9,41,"16,881",89.0,82,"16,994",91.0
Indianapolis,Pacers,NBA,2016,41,"16,847",92.7,41,"17,851",92.0,82,"17,349",93.0
Atlanta,Hawks,NBA,2016,41,"16,832",89.9,41,"17,611",91.0,82,"17,222",90.0
New Orleans,Pelicans,NBA,2016,41,"16,793",97.7,41,"17,851",94.0,82,"17,322",96.0
Memphis,Grizzlies,NBA,2016,41,"16,697",92.2,41,"17,589",92.0,82,"17,143",92.0
Detroit,Pistons,NBA,2016,41,"16,515",74.8,41,"17,814",93.0,82,"17,164",83.0
Milwaukee,Bucks,NBA,2016,41,"15,166",81,41,"17,623",91.0,82,"16,394",86.0
Brooklyn,Nets,NBA,2016,41,"15,125",83.6,41,"18,106",94.0,82,"16,615",89.0
Philadelphia,76ers,NBA,2016,41,"14,881",73.2,41,"17,491",91.0,82,"16,186",82.0
Minneapolis,Timberwolves,NBA,2016,41,"14,175",73.2,41,"17,831",94.0,82,"16,003",84.0
Denver,Nuggets,NBA,2016,41,"14,095",73.6,41,"17,751",93.0,82,"15,923",83.0
Chicago,Bulls,NBA,2017,41,"21,680",103.6,41,"18,033",94.0,82,"19,856",99.0
Cleveland,Cavaliers,NBA,2017,41,"20,562",100,41,"19,021",99.0,82,"19,791",99.0
Dallas,Mavericks,NBA,2017,41,"19,789",103.1,41,"17,519",92.0,82,"18,654",98.0
New York,NY Knicks,NBA,2017,41,"19,774",99.8,41,"17,927",93.0,82,"18,850",97.0
Salt Lake City,Jazz,NBA,2017,41,"19,673",98.8,41,"17,212",91.0,82,"18,442",95.0
Miami,Heat,NBA,2017,41,"19,643",100.2,41,"17,818",92.0,82,"18,731",96.0
Oakland,Warriors,NBA,2017,41,"19,596",100,41,"19,015",100.0,82,"19,305",100.0
Portland,Trail Blazers,NBA,2017,41,"19,317",99.4,41,"17,555",92.0,82,"18,436",96.0
Los Angeles,Clippers,NBA,2017,41,"19,088",100.1,41,"17,889",94.0,82,"18,488",97.0
Los Angeles,Lakers,NBA,2017,41,"18,949",99.4,41,"18,191",96.0,82,"18,570",98.0
Boston,Celtics,NBA,2017,41,"18,553",99.6,41,"18,313",95.0,82,"18,433",97.0
San Antonio,Spurs,NBA,2017,41,"18,423",99.2,41,"18,131",95.0,82,"18,277",97.0
Oklahoma City,Thunder,NBA,2017,41,"18,203",100,41,"18,373",96.0,82,"18,288",98.0
Orlando,Magic,NBA,2017,41,"17,753",94.2,41,"17,333",90.0,82,"17,543",92.0
Sacramento,Kings,NBA,2017,41,"17,608",100.6,41,"17,489",91.0,82,"17,548",96.0
Charlotte,Hornets,NBA,2017,41,"17,332",90.9,41,"17,563",91.0,82,"17,448",91.0
Philadelphia,76ers,NBA,2017,41,"17,330",85.3,41,"17,209",90.0,82,"17,269",87.0
Phoenix,Suns,NBA,2017,41,"17,283",93.8,41,"17,618",93.0,82,"17,451",93.0
Washington,Wizards,NBA,2017,41,"17,002",83.8,41,"17,949",94.0,82,"17,476",89.0
Houston,Rockets,NBA,2017,41,"16,973",94.1,41,"18,140",95.0,82,"17,556",95.0
Indianapolis,Pacers,NBA,2017,41,"16,697",91.9,41,"17,848",92.0,82,"17,272",92.0
Memphis,Grizzlies,NBA,2017,41,"16,519",91.2,41,"17,655",93.0,82,"17,087",92.0
New Orleans,Pelicans,NBA,2017,41,"16,173",94.1,41,"18,062",95.0,82,"17,118",94.0
Detroit,Pistons,NBA,2017,41,"15,979",72.4,41,"17,699",93.0,82,"16,839",82.0
Atlanta,Hawks,NBA,2017,41,"15,958",85.2,41,"17,816",93.0,82,"16,887",89.0
Milwaukee,Bucks,NBA,2017,41,"15,828",84.6,41,"17,928",93.0,82,"16,878",89.0
Brooklyn,Nets,NBA,2017,41,"15,429",85.2,41,"17,755",92.0,82,"16,592",89.0
Minneapolis,Timberwolves,NBA,2017,41,"14,809",76.5,41,"18,113",95.0,82,"16,461",86.0
Denver,Nuggets,NBA,2017,41,"14,770",77.1,41,"17,420",92.0,82,"16,095",84.0
Chicago,Bulls,NBA,2018,41,"20,776",99.3,41,"18,030",94.0,82,"19,403",97.0
Cleveland,Cavaliers,NBA,2018,41,"20,562",100,41,"19,071",100.0,82,"19,825",100.0
Philadelphia,76ers,NBA,2018,41,"20,329",100,41,"18,012",94.0,82,"19,185",97.0
Dallas,Mavericks,NBA,2018,41,"19,791",103.1,41,"17,374",92.0,82,"18,597",97.0
Miami,Heat,NBA,2018,41,"19,631",100.2,41,"18,177",95.0,82,"18,895",97.0
Oakland,Warriors,NBA,2018,41,"19,596",100,41,"18,884",100.0,82,"19,240",100.0
Portland,Trail Blazers,NBA,2018,41,"19,398",99.8,41,"17,556",93.0,82,"18,477",96.0
New York,NY Knicks,NBA,2018,41,"19,331",97.6,41,"18,179",95.0,82,"18,762",96.0
Los Angeles,Lakers,NBA,2018,41,"18,934",99.3,41,"18,655",99.0,82,"18,796",99.0
Boston,Celtics,NBA,2018,41,"18,624",100,41,"18,588",97.0,82,"18,606",98.0
San Antonio,Spurs,NBA,2018,41,"18,403",99,41,"18,427",97.0,82,"18,415",98.0
Oklahoma City,Thunder,NBA,2018,41,"18,203",100,41,"18,866",99.0,82,"18,534",100.0
Washington,Wizards,NBA,2018,41,"17,973",88.6,41,"17,682",92.0,82,"17,826",90.0
Salt Lake City,Jazz,NBA,2018,41,"17,922",90,41,"17,495",93.0,82,"17,708",91.0
Houston,Rockets,NBA,2018,41,"17,900",99.2,41,"18,369",97.0,82,"18,137",98.0
Orlando,Magic,NBA,2018,41,"17,893",94.9,41,"17,651",92.0,82,"17,770",93.0
Sacramento,Kings,NBA,2018,41,"17,555",100.3,41,"17,478",92.0,82,"17,515",96.0
Detroit,Pistons,NBA,2018,41,"17,413",82.9,41,"17,959",94.0,82,"17,686",88.0
Denver,Nuggets,NBA,2018,41,"17,141",89.5,41,"17,871",94.0,82,"17,506",92.0
Minneapolis,Timberwolves,NBA,2018,41,"17,056",89.9,41,"17,850",94.0,82,"17,453",92.0
Los Angeles,Clippers,NBA,2018,41,"17,019",89.3,41,"17,735",94.0,82,"17,373",91.0
Phoenix,Suns,NBA,2018,41,"16,866",91.6,41,"17,610",92.0,82,"17,243",92.0
Milwaukee,Bucks,NBA,2018,41,"16,714",89.3,41,"18,380",95.0,82,"17,547",92.0
New Orleans,Pelicans,NBA,2018,41,"16,437",95.6,41,"17,911",94.0,82,"17,174",95.0
Charlotte,Hornets,NBA,2018,41,"16,375",85.8,41,"17,623",92.0,82,"16,999",89.0
Indianapolis,Pacers,NBA,2018,41,"16,051",88.4,41,"17,749",92.0,82,"16,889",90.0
Memphis,Grizzlies,NBA,2018,41,"15,947",88,41,"17,348",91.0,82,"16,648",90.0
Brooklyn,Nets,NBA,2018,41,"15,556",85.9,41,"17,687",92.0,82,"16,622",89.0
Atlanta,Hawks,NBA,2018,41,"14,409",76.9,41,"17,854",93.0,82,"16,088",85.0
Chicago,Blackhawks,NHL,2008,41,"22,247",111.2,41,"17,545",94.9,82,"19,896",103.4
Detroit,Red Wings,NHL,2008,41,"19,865",99.0,41,"18,828",104.9,82,"19,346",101.8
Philadelphia,Flyers,NHL,2008,41,"19,545",100.2,41,"17,544",95.1,82,"18,544",97.8
Minneapolis,Wild,NHL,2008,41,"18,568",102.8,41,"17,101",93.1,82,"17,834",97.9
St. Louis,Blues,NHL,2008,41,"18,554",88.4,41,"17,193",93.6,82,"17,873",90.8
Buffalo,Sabres,NHL,2008,41,"18,531",99.2,41,"17,531",94.4,82,"18,031",96.8
New York,NY Rangers,NHL,2008,41,"18,172",102.3,41,"17,854",99.0,82,"18,013",100.7
Washington,Capitals,NHL,2008,41,"18,097",96.9,41,"17,447",94.4,82,"17,772",95.7
Dallas,Stars,NHL,2008,41,"17,680",95.4,41,"16,961",92.4,82,"17,321",93.9
San Jose,Sharks,NHL,2008,41,"17,488",100.0,41,"17,672",95.5,82,"17,580",97.6
Boston,Bruins,NHL,2008,41,"17,039",97.0,41,"18,156",97.2,82,"17,597",97.1
Anaheim,Ducks,NHL,2008,41,"16,990",98.9,41,"17,501",94.9,82,"17,246",96.9
Pittsburgh,Penguins,NHL,2008,41,"16,975",102.6,41,"17,992",99.1,82,"17,483",100.8
Raleigh,Hurricanes,NHL,2008,41,"16,572",88.5,41,"17,126",92.1,82,"16,849",90.3
Tampa,Lightning,NHL,2008,41,"16,497",85.6,41,"17,009",94.8,82,"16,753",90.0
Los Angeles,LA Kings,NHL,2008,41,"16,488",89.1,41,"17,427",95.0,82,"16,958",92.1
Newark,Devils,NHL,2008,41,"15,790",89.6,41,"17,745",95.5,82,"16,767",92.6
Fort Lauderdale,FL Panthers,NHL,2008,41,"15,621",81.2,41,"17,038",92.1,82,"16,330",86.5
Columbus,Blue Jackets,NHL,2008,41,"15,543",85.7,41,"17,583",94.7,82,"16,563",90.2
Denver,Avalanche,NHL,2008,41,"15,429",85.7,41,"17,205",93.3,82,"16,317",89.5
Nashville,Predators,NHL,2008,41,"15,010",87.7,41,"17,584",93.4,82,"16,297",90.7
Phoenix,Coyotes,NHL,2008,41,"14,875",85.0,41,"17,316",93.9,82,"16,095",89.6
Brooklyn,Islanders,NHL,2008,41,"13,773",84.5,41,"17,705",95.3,82,"15,739",90.3
Chicago,Blackhawks,NHL,2009,40,"21,356",108.3,40,"17,163",94.4,80,"19,260",101.7
Detroit,Red Wings,NHL,2009,40,"19,546",97.4,40,"17,919",98.4,80,"18,732",97.9
Philadelphia,Flyers,NHL,2009,41,"19,535",100.2,40,"16,830",92.3,81,"18,200",96.4
St. Louis,Blues,NHL,2009,40,"18,883",98.6,40,"16,690",91.4,80,"17,786",95.1
Buffalo,Sabres,NHL,2009,41,"18,529",99.1,41,"17,064",92.3,82,"17,796",95.7
Minneapolis,Wild,NHL,2009,41,"18,415",101.9,41,"17,037",92.5,82,"17,726",97.2
Washington,Capitals,NHL,2009,41,"18,277",100.0,41,"17,070",91.9,82,"17,673",95.9
New York,NY Rangers,NHL,2009,41,"18,076",99.3,41,"17,733",96.2,82,"17,904",97.8
San Jose,Sharks,NHL,2009,41,"17,558",100.4,41,"16,814",91.7,82,"17,186",95.9
Boston,Bruins,NHL,2009,40,"17,388",99.0,41,"17,646",94.7,81,"17,519",96.7
Los Angeles,LA Kings,NHL,2009,41,"17,313",93.6,41,"16,440",90.3,82,"16,877",92.0
Dallas,Stars,NHL,2009,41,"17,215",92.9,41,"16,797",91.9,82,"17,006",92.4
Pittsburgh,Penguins,NHL,2009,41,"17,078",100.7,41,"18,205",98.5,82,"17,641",99.6
Newark,Devils,NHL,2009,41,"15,535",88.1,41,"17,454",94.9,82,"16,495",91.6
Tampa,Lightning,NHL,2009,41,"15,497",78.4,41,"16,700",90.5,82,"16,099",84.3
Columbus,Blue Jackets,NHL,2009,41,"15,416",85.0,41,"17,057",92.8,82,"16,237",88.9
Raleigh,Hurricanes,NHL,2009,41,"15,240",81.4,41,"16,391",88.7,82,"15,816",85.0
Anaheim,Ducks,NHL,2009,41,"15,168",88.3,41,"16,873",92.1,82,"16,020",90.3
Fort Lauderdale,FL Panthers,NHL,2009,40,"15,146",78.7,40,"16,495",89.2,80,"15,820",83.9
Nashville,Predators,NHL,2009,41,"14,979",87.5,41,"16,903",92.2,82,"15,941",89.9
Denver,Avalanche,NHL,2009,41,"13,947",77.5,41,"17,519",95.2,82,"15,733",86.4
Brooklyn,Islanders,NHL,2009,41,"12,735",78.1,41,"17,070",92.2,82,"14,903",85.6
Phoenix,Coyotes,NHL,2009,41,"11,989",68.5,41,"16,986",92.6,82,"14,487",80.8
Chicago,Blackhawks,NHL,2010,41,"21,423",108.7,41,"17,875",97.4,82,"19,649",103.2
Philadelphia,Flyers,NHL,2010,41,"19,715",101.1,41,"17,525",94.9,82,"18,620",98.1
Detroit,Red Wings,NHL,2010,41,"19,680",98.1,41,"18,224",99.9,82,"18,952",98.9
St. Louis,Blues,NHL,2010,41,"19,150",100.0,41,"16,229",88.8,82,"17,689",94.5
Buffalo,Sabres,NHL,2010,41,"18,452",98.7,41,"17,036",91.9,82,"17,744",95.3
Washington,Capitals,NHL,2010,41,"18,397",100.0,40,"17,149",92.2,81,"17,781",96.1
Pittsburgh,Penguins,NHL,2010,40,"18,240",100.9,41,"17,986",97.2,81,"18,112",99.0
New York,NY Rangers,NHL,2010,41,"18,108",99.5,41,"17,608",95.3,82,"17,858",97.4
Los Angeles,LA Kings,NHL,2010,41,"18,083",99.8,41,"17,045",93.4,82,"17,564",96.6
Minneapolis,Wild,NHL,2010,40,"18,012",99.7,40,"16,444",90.2,80,"17,228",94.9
Boston,Bruins,NHL,2010,40,"17,565",100.0,40,"17,847",95.6,80,"17,706",97.7
San Jose,Sharks,NHL,2010,40,"17,562",100.4,40,"17,200",93.7,80,"17,381",97.0
Tampa,Lightning,NHL,2010,41,"17,268",87.4,41,"16,971",92.0,82,"17,119",89.6
Raleigh,Hurricanes,NHL,2010,40,"16,415",87.6,40,"16,789",90.4,80,"16,602",89.0
Nashville,Predators,NHL,2010,41,"16,142",94.3,41,"16,287",87.6,82,"16,215",90.8
Fort Lauderdale,FL Panthers,NHL,2010,41,"15,685",81.5,41,"16,973",91.8,82,"16,329",86.6
Dallas,Stars,NHL,2010,41,"15,073",81.3,41,"16,844",92.6,82,"15,958",86.9
Denver,Avalanche,NHL,2010,41,"14,820",82.3,41,"17,121",93.5,82,"15,970",88.0
Newark,Devils,NHL,2010,41,"14,775",83.8,41,"17,789",95.7,82,"16,282",89.9
Anaheim,Ducks,NHL,2010,41,"14,738",85.8,41,"17,089",93.2,82,"15,914",89.6
Columbus,Blue Jackets,NHL,2010,40,"13,658",75.3,40,"16,672",90.6,80,"15,165",83.0
Phoenix,Coyotes,NHL,2010,40,"12,188",71.2,40,"16,719",91.2,80,"14,454",81.5
Brooklyn,Islanders,NHL,2010,41,"11,059",67.9,41,"17,380",93.4,82,"14,220",81.5
Chicago,Blackhawks,NHL,2011,41,"21,533",105.0,41,"17,581",96.5,82,"19,557",101.0
Philadelphia,Flyers,NHL,2011,41,"20,433",107.4,41,"17,241",95.0,82,"18,837",101.4
Detroit,Red Wings,NHL,2011,41,"20,114",100.7,41,"17,654",96.6,82,"18,884",98.7
St. Louis,Blues,NHL,2011,41,"18,809",98.2,41,"17,268",94.1,82,"18,039",96.2
Pittsburgh,Penguins,NHL,2011,41,"18,566",102.7,41,"17,901",97.8,82,"18,233",100.2
Buffalo,Sabres,NHL,2011,41,"18,550",99.9,41,"17,833",97.1,82,"18,191",98.6
Washington,Capitals,NHL,2011,41,"18,506",101.3,41,"17,574",95.9,82,"18,040",98.6
Tampa,Lightning,NHL,2011,41,"18,468",96.2,41,"17,228",94.5,82,"17,848",95.4
New York,NY Rangers,NHL,2011,41,"18,191",100.0,41,"18,530",105.0,82,"18,360",102.4
Los Angeles,LA Kings,NHL,2011,41,"17,920",100.0,41,"16,230",89.4,82,"17,075",94.7
Minneapolis,Wild,NHL,2011,41,"17,772",98.4,41,"17,012",92.9,82,"17,392",95.6
Boston,Bruins,NHL,2011,41,"17,564",100.0,41,"18,510",100.1,82,"18,037",100.0
San Jose,Sharks,NHL,2011,41,"17,562",100.0,41,"17,140",94.5,82,"17,351",97.2
Nashville,Predators,NHL,2011,41,"16,690",97.5,41,"17,165",93.0,82,"16,928",95.2
Fort Lauderdale,FL Panthers,NHL,2011,41,"16,628",86.6,41,"17,697",96.5,82,"17,162",91.4
Raleigh,Hurricanes,NHL,2011,41,"16,042",85.9,41,"17,468",95.6,82,"16,755",90.7
Denver,Avalanche,NHL,2011,41,"15,498",86.1,41,"17,557",96.1,82,"16,527",91.1
Newark,Devils,NHL,2011,41,"15,396",87.4,41,"17,532",95.7,82,"16,464",91.6
Anaheim,Ducks,NHL,2011,41,"14,760",86.4,41,"16,932",93.5,82,"15,846",90.0
Columbus,Blue Jackets,NHL,2011,41,"14,660",80.8,41,"17,587",95.2,82,"16,123",88.0
Dallas,Stars,NHL,2011,41,"14,226",76.8,41,"16,700",92.2,82,"15,463",84.4
Brooklyn,Islanders,NHL,2011,41,"13,191",81.3,41,"17,629",95.5,82,"15,410",88.8
Phoenix,Coyotes,NHL,2011,41,"12,420",72.5,41,"17,055",93.3,82,"14,737",83.2
Chicago,Blackhawks,NHL,2012,24,"21,775",110.4,24,"18,162",99.5,48,"19,969",105.2
Detroit,Red Wings,NHL,2012,24,"20,066",100.0,24,"18,388",101.2,48,"19,227",100.6
Philadelphia,Flyers,NHL,2012,24,"19,786",101.3,24,"18,181",100.5,48,"18,983",100.9
Tampa,Lightning,NHL,2012,24,"19,055",99.2,24,"17,553",98.2,48,"18,304",98.7
Buffalo,Sabres,NHL,2012,24,"18,970",99.5,24,"17,375",93.9,48,"18,172",96.7
Minneapolis,Wild,NHL,2012,24,"18,794",104.7,24,"17,257",94.4,48,"18,025",99.5
Pittsburgh,Penguins,NHL,2012,24,"18,648",101.4,24,"17,859",99.4,48,"18,253",100.4
Los Angeles,LA Kings,NHL,2012,24,"18,178",100.3,24,"17,461",95.9,48,"17,820",98.1
Washington,Capitals,NHL,2012,24,"17,734",95.8,24,"17,937",98.9,48,"17,836",97.4
Boston,Bruins,NHL,2012,24,"17,565",100.0,24,"18,445",99.9,48,"18,005",99.9
San Jose,Sharks,NHL,2012,24,"17,561",100.0,24,"17,175",94.2,48,"17,368",97.1
Raleigh,Hurricanes,NHL,2012,24,"17,558",94.0,24,"17,745",97.3,48,"17,652",95.6
