,GeoName,IndustryClassification,Description,2017
3301,"San Diego-Carlsbad, CA","11, 21",Natural resources and mining,474.1
3302,"San Diego-Carlsbad, CA","42, 44-45",Trade,21549.6
3308,"San Francisco-Oakland-Hayward, CA",11,"  Agriculture, forestry, fishing, and hunting",
3311,"San Francisco-Oakland-Hayward, CA",21,"  Mining, quarrying, and oil and gas extraction",
3315,"San Francisco-Oakland-Hayward, CA",22,  Utilities,
3316,"San Francisco-Oakland-Hayward, CA",23,  Construction,15424.3
3317,"San Francisco-Oakland-Hayward, CA",31-33,  Manufacturing,38882.1
3339,"San Francisco-Oakland-Hayward, CA",42,  Wholesale trade,20690.5
3340,"San Francisco-Oakland-Hayward, CA",44-45,  Retail trade,21793.8
3341,"San Francisco-Oakland-Hayward, CA",48-49,  Transportation and warehousing,
3350,"San Francisco-Oakland-Hayward, CA",51,  Information,49876.6
3355,"San Francisco-Oakland-Hayward, CA","52, 53","  Finance, insurance, real estate, rental, and leasing",89587.4
3356,"San Francisco-Oakland-Hayward, CA",52,   Finance and insurance,25420.9
3361,"San Francisco-Oakland-Hayward, CA",53,   Real estate and rental and leasing,64268.3
3364,"San Francisco-Oakland-Hayward, CA","54, 55, 56",  Professional and business services,87728.1
3365,"San Francisco-Oakland-Hayward, CA",54,"   Professional, scientific, and technical services",61670.5
3366,"San Francisco-Oakland-Hayward, CA",55,   Management of companies and enterprises,13110.3
3367,"San Francisco-Oakland-Hayward, CA",56,   Administrative and support and waste management and remediation services,12839.6
3370,"San Francisco-Oakland-Hayward, CA","61, 62","  Educational services, health care, and social assistance",27301.4
3371,"San Francisco-Oakland-Hayward, CA",61,   Educational services,3479.9
3372,"San Francisco-Oakland-Hayward, CA",62,   Health care and social assistance,23843.9
3376,"San Francisco-Oakland-Hayward, CA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",16120.9
3377,"San Francisco-Oakland-Hayward, CA",71,"   Arts, entertainment, and recreation",4763.2
3380,"San Francisco-Oakland-Hayward, CA",72,   Accommodation and food services,11355.9
3383,"San Francisco-Oakland-Hayward, CA",81,  Other services (except government and government enterprises),7698.1
3388,"San Francisco-Oakland-Hayward, CA","11, 21",Natural resources and mining,890.0
3389,"San Francisco-Oakland-Hayward, CA","42, 44-45",Trade,42511.8
3395,"San Jose-Sunnyvale-Santa Clara, CA",11,"  Agriculture, forestry, fishing, and hunting",461.9
3398,"San Jose-Sunnyvale-Santa Clara, CA",21,"  Mining, quarrying, and oil and gas extraction",49.5
3402,"San Jose-Sunnyvale-Santa Clara, CA",22,  Utilities,
3403,"San Jose-Sunnyvale-Santa Clara, CA",23,  Construction,6145.3
3404,"San Jose-Sunnyvale-Santa Clara, CA",31-33,  Manufacturing,71454.1
3426,"San Jose-Sunnyvale-Santa Clara, CA",42,  Wholesale trade,
3427,"San Jose-Sunnyvale-Santa Clara, CA",44-45,  Retail trade,8924.7
3428,"San Jose-Sunnyvale-Santa Clara, CA",48-49,  Transportation and warehousing,1236.8
3437,"San Jose-Sunnyvale-Santa Clara, CA",51,  Information,48407.2
3442,"San Jose-Sunnyvale-Santa Clara, CA","52, 53","  Finance, insurance, real estate, rental, and leasing",31755.5
3443,"San Jose-Sunnyvale-Santa Clara, CA",52,   Finance and insurance,4782.5
3448,"San Jose-Sunnyvale-Santa Clara, CA",53,   Real estate and rental and leasing,27292.3
3451,"San Jose-Sunnyvale-Santa Clara, CA","54, 55, 56",  Professional and business services,44851.4
3452,"San Jose-Sunnyvale-Santa Clara, CA",54,"   Professional, scientific, and technical services",
3453,"San Jose-Sunnyvale-Santa Clara, CA",55,   Management of companies and enterprises,
3454,"San Jose-Sunnyvale-Santa Clara, CA",56,   Administrative and support and waste management and remediation services,7111.6
3457,"San Jose-Sunnyvale-Santa Clara, CA","61, 62","  Educational services, health care, and social assistance",14351.0
3458,"San Jose-Sunnyvale-Santa Clara, CA",61,   Educational services,3809.4
3459,"San Jose-Sunnyvale-Santa Clara, CA",62,   Health care and social assistance,10557.2
3463,"San Jose-Sunnyvale-Santa Clara, CA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",5181.8
3464,"San Jose-Sunnyvale-Santa Clara, CA",71,"   Arts, entertainment, and recreation",1234.1
3467,"San Jose-Sunnyvale-Santa Clara, CA",72,   Accommodation and food services,3945.4
3470,"San Jose-Sunnyvale-Santa Clara, CA",81,  Other services (except government and government enterprises),2438.6
3475,"San Jose-Sunnyvale-Santa Clara, CA","11, 21",Natural resources and mining,514.8
3476,"San Jose-Sunnyvale-Santa Clara, CA","42, 44-45",Trade,
3482,"Seattle-Tacoma-Bellevue, WA",11,"  Agriculture, forestry, fishing, and hunting",510.3
3485,"Seattle-Tacoma-Bellevue, WA",21,"  Mining, quarrying, and oil and gas extraction",309.2
3489,"Seattle-Tacoma-Bellevue, WA",22,  Utilities,1899.9
3490,"Seattle-Tacoma-Bellevue, WA",23,  Construction,11128.5
3491,"Seattle-Tacoma-Bellevue, WA",31-33,  Manufacturing,37940.8
3513,"Seattle-Tacoma-Bellevue, WA",42,  Wholesale trade,17060.4
3514,"Seattle-Tacoma-Bellevue, WA",44-45,  Retail trade,30558.3
3515,"Seattle-Tacoma-Bellevue, WA",48-49,  Transportation and warehousing,8224.5
3524,"Seattle-Tacoma-Bellevue, WA",51,  Information,51877.4
3529,"Seattle-Tacoma-Bellevue, WA","52, 53","  Finance, insurance, real estate, rental, and leasing",54104.0
3530,"Seattle-Tacoma-Bellevue, WA",52,   Finance and insurance,10319.1
3535,"Seattle-Tacoma-Bellevue, WA",53,   Real estate and rental and leasing,43889.0
3538,"Seattle-Tacoma-Bellevue, WA","54, 55, 56",  Professional and business services,36520.5
3539,"Seattle-Tacoma-Bellevue, WA",54,"   Professional, scientific, and technical services",22736.8
3540,"Seattle-Tacoma-Bellevue, WA",55,   Management of companies and enterprises,5324.1
3541,"Seattle-Tacoma-Bellevue, WA",56,   Administrative and support and waste management and remediation services,8456.7
3544,"Seattle-Tacoma-Bellevue, WA","61, 62","  Educational services, health care, and social assistance",18460.1
3545,"Seattle-Tacoma-Bellevue, WA",61,   Educational services,1329.3
3546,"Seattle-Tacoma-Bellevue, WA",62,   Health care and social assistance,17157.4
3550,"Seattle-Tacoma-Bellevue, WA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",10445.3
3551,"Seattle-Tacoma-Bellevue, WA",71,"   Arts, entertainment, and recreation",2428.2
3554,"Seattle-Tacoma-Bellevue, WA",72,   Accommodation and food services,8006.5
3557,"Seattle-Tacoma-Bellevue, WA",81,  Other services (except government and government enterprises),5014.5
3562,"Seattle-Tacoma-Bellevue, WA","11, 21",Natural resources and mining,829.6
3563,"Seattle-Tacoma-Bellevue, WA","42, 44-45",Trade,47470.4
3569,"Tampa-St. Petersburg-Clearwater, FL",11,"  Agriculture, forestry, fishing, and hunting",349.3
3572,"Tampa-St. Petersburg-Clearwater, FL",21,"  Mining, quarrying, and oil and gas extraction",82.2
3576,"Tampa-St. Petersburg-Clearwater, FL",22,  Utilities,2412.3
3577,"Tampa-St. Petersburg-Clearwater, FL",23,  Construction,5691.8
3578,"Tampa-St. Petersburg-Clearwater, FL",31-33,  Manufacturing,8864.8
3600,"Tampa-St. Petersburg-Clearwater, FL",42,  Wholesale trade,8902.3
3601,"Tampa-St. Petersburg-Clearwater, FL",44-45,  Retail trade,10628.2
3602,"Tampa-St. Petersburg-Clearwater, FL",48-49,  Transportation and warehousing,2348.2
3611,"Tampa-St. Petersburg-Clearwater, FL",51,  Information,6700.8
3616,"Tampa-St. Petersburg-Clearwater, FL","52, 53","  Finance, insurance, real estate, rental, and leasing",27873.0
3617,"Tampa-St. Petersburg-Clearwater, FL",52,   Finance and insurance,10291.8
3622,"Tampa-St. Petersburg-Clearwater, FL",53,   Real estate and rental and leasing,17506.1
3625,"Tampa-St. Petersburg-Clearwater, FL","54, 55, 56",  Professional and business services,19680.0
3626,"Tampa-St. Petersburg-Clearwater, FL",54,"   Professional, scientific, and technical services",
3627,"Tampa-St. Petersburg-Clearwater, FL",55,   Management of companies and enterprises,
3628,"Tampa-St. Petersburg-Clearwater, FL",56,   Administrative and support and waste management and remediation services,5178.9
3631,"Tampa-St. Petersburg-Clearwater, FL","61, 62","  Educational services, health care, and social assistance",12890.7
3632,"Tampa-St. Petersburg-Clearwater, FL",61,   Educational services,983.0
3633,"Tampa-St. Petersburg-Clearwater, FL",62,   Health care and social assistance,11922.1
3637,"Tampa-St. Petersburg-Clearwater, FL","71, 72","  Arts, entertainment, recreation, accommodation, and food services",5558.4
3638,"Tampa-St. Petersburg-Clearwater, FL",71,"   Arts, entertainment, and recreation",1599.3
3641,"Tampa-St. Petersburg-Clearwater, FL",72,   Accommodation and food services,3962.5
3644,"Tampa-St. Petersburg-Clearwater, FL",81,  Other services (except government and government enterprises),2886.5
3649,"Tampa-St. Petersburg-Clearwater, FL","11, 21",Natural resources and mining,439.2
3650,"Tampa-St. Petersburg-Clearwater, FL","42, 44-45",Trade,19540.4
3656,"Washington-Arlington-Alexandria, DC-VA-MD-WV",11,"  Agriculture, forestry, fishing, and hunting",
3659,"Washington-Arlington-Alexandria, DC-VA-MD-WV",21,"  Mining, quarrying, and oil and gas extraction",
3663,"Washington-Arlington-Alexandria, DC-VA-MD-WV",22,  Utilities,
3664,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23,  Construction,
3665,"Washington-Arlington-Alexandria, DC-VA-MD-WV",31-33,  Manufacturing,
3687,"Washington-Arlington-Alexandria, DC-VA-MD-WV",42,  Wholesale trade,13249.8
3688,"Washington-Arlington-Alexandria, DC-VA-MD-WV",44-45,  Retail trade,
3689,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48-49,  Transportation and warehousing,5606.5
3698,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,  Information,27801.8
3703,"Washington-Arlington-Alexandria, DC-VA-MD-WV","52, 53","  Finance, insurance, real estate, rental, and leasing",95109.5
3704,"Washington-Arlington-Alexandria, DC-VA-MD-WV",52,   Finance and insurance,
3709,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53,   Real estate and rental and leasing,
3712,"Washington-Arlington-Alexandria, DC-VA-MD-WV","54, 55, 56",  Professional and business services,106708.0
3713,"Washington-Arlington-Alexandria, DC-VA-MD-WV",54,"   Professional, scientific, and technical services",
3714,"Washington-Arlington-Alexandria, DC-VA-MD-WV",55,   Management of companies and enterprises,
3715,"Washington-Arlington-Alexandria, DC-VA-MD-WV",56,   Administrative and support and waste management and remediation services,14951.5
3718,"Washington-Arlington-Alexandria, DC-VA-MD-WV","61, 62","  Educational services, health care, and social assistance",28474.0
3719,"Washington-Arlington-Alexandria, DC-VA-MD-WV",61,   Educational services,
3720,"Washington-Arlington-Alexandria, DC-VA-MD-WV",62,   Health care and social assistance,
3724,"Washington-Arlington-Alexandria, DC-VA-MD-WV","71, 72","  Arts, entertainment, recreation, accommodation, and food services",14698.0
3725,"Washington-Arlington-Alexandria, DC-VA-MD-WV",71,"   Arts, entertainment, and recreation",
3728,"Washington-Arlington-Alexandria, DC-VA-MD-WV",72,   Accommodation and food services,
3731,"Washington-Arlington-Alexandria, DC-VA-MD-WV",81,  Other services (except government and government enterprises),15581.4
3736,"Washington-Arlington-Alexandria, DC-VA-MD-WV","11, 21",Natural resources and mining,567.8
3737,"Washington-Arlington-Alexandria, DC-VA-MD-WV","42, 44-45",Trade,
